name,latitude,longitude,geometry,Bundesland,Regierungsbezirk,Kreis,Typ
Camping in Neuhaus,54.28171200000001,12.31255,POINT (12.31255 54.28171200000001),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise
Meißner’s Sonnencamp GmbH,54.45301200000001,12.558778,POINT (12.558778 54.45301200000001),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise
Campingplatz An den Stranddünen Wiesner e.K.,54.30453,12.34777,POINT (12.34777 54.30453),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise
Regenbogen Prerow,54.4545162,12.5484322,POINT (12.5484322 54.4545162),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise
OstseeCamp Dierhagen GbR,54.2915567,12.3435802,POINT (12.3435802 54.2915567),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise
SB-Markt Campingplatz Meeschendorrf Südstrand,54.41269579999999,11.2500438,POINT (11.2500438 54.41269579999999),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise
Wellness-Camp Düne 6,54.4375192,12.7071006,POINT (12.7071006 54.4375192),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise
"Camping ""Am Freesenbruch"" Zingst",54.440659,12.66045,POINT (12.66045 54.440659),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise
Campground LVB,54.4404821,12.7271368,POINT (12.7271368 54.4404821),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise
"Naturcamp ""Zu den 2 Birken""",54.338714,12.941575,POINT (12.941575 54.338714),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise
Campingplatz NATURCAMP Pruchten,54.379616,12.6617653,POINT (12.6617653 54.379616),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise
Sund Camp Altefähr,54.3320168,13.1225575,POINT (13.1225575 54.3320168),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
Baltic Leisure GmbH,54.198072,12.1504639,POINT (12.1504639 54.198072),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rostock Städte,Kreisfreie Städte
Camping Bodstedt close to the Baltic Sea,54.37052,12.6164345,POINT (12.6164345 54.37052),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordvorpommern,Landkreise
DJH Youth Hostel Prora with campsite,54.4508269,13.5697863,POINT (13.5697863 54.4508269),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
Camp Am Wasser,54.60996249999999,13.3795242,POINT (13.3795242 54.60996249999999),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
Campingplatz Am Schaproder Bodden,54.5159773,13.1650245,POINT (13.1650245 54.5159773),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
Gästehaus Lietzow u. Störtebeker Camp,54.48421939999999,13.5105573,POINT (13.5105573 54.48421939999999),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
Camping Prora,54.4230933,13.5786654,POINT (13.5786654 54.4230933),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
Dat Stranddörp campsite Lobbe,54.31557369999999,13.718903,POINT (13.718903 54.31557369999999),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
KNAUS Camping- und Ferienhauspark Rügen,54.63798730000001,13.3769909,POINT (13.3769909 54.63798730000001),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
Ferienhof Wolf,54.4484505,13.2614023,POINT (13.2614023 54.4484505),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
Campingpark Rügen des BwSW,54.4213279,13.5883944,POINT (13.5883944 54.4213279),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
Tannhof Karin Parusel,54.48286940000001,13.5761252,POINT (13.5761252 54.48286940000001),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
Mobil - Campingplatz ''de Klomp'' stellplatz,54.5148832,13.5391903,POINT (13.5391903 54.5148832),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
Naturerlebniscamp Birkengrund,54.5235193,13.6312357,POINT (13.6312357 54.5235193),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
Campingplatz Südhörn,54.8955516,8.327762900000002,POINT (8.327762900000002 54.8955516),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise
Campingplatz Wenningstedt,54.94337699999999,8.326340999999998,POINT (8.326340999999998 54.94337699999999),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise
Campingplatz Hörnum,54.7662799,8.282122,POINT (8.282122 54.7662799),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise
Dunes Camping Sylt,54.8938185,8.297061199999998,POINT (8.297061199999998 54.8938185),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise
Campingplatz Kampen,54.9501117,8.3349724,POINT (8.3349724 54.9501117),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise
Wohnwagenvermietung CAMPING-SYLT,54.8640463,8.294348199999998,POINT (8.294348199999998 54.8640463),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise
To Gao Rantum/Sylt,54.86415239999999,8.2943009,POINT (8.2943009 54.86415239999999),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise
Campingplatz Rantum,54.864119,8.2944674,POINT (8.2944674 54.864119),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise
Rantum,54.86063829999999,8.296401399999997,POINT (8.296401399999997 54.86063829999999),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise
Wohnwagenvermietung CAMPING-SYLT - Standort Westerland,54.9105785,8.301462200000001,POINT (8.301462200000001 54.9105785),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise
DOMO Glamping Camp Sylt,54.8656023,8.421079599999999,POINT (8.421079599999999 54.8656023),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise
Wohnwagenvermietung CAMPING-SYLT - Standort Morsum,54.86564989999999,8.421261,POINT (8.421261 54.86564989999999),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise
Campingplatz Mühlenhof Sylt,54.8660361,8.421605399999999,POINT (8.421605399999999 54.8660361),Schleswig-Holstein,Schleswig-Holstein,Nordfriesland,Landkreise
Camping Mitte,54.816548,9.1635698,POINT (9.1635698 54.816548),Schleswig-Holstein,Schleswig-Holstein,Schleswig-Flensburg,Landkreise
Ostseecamp Glücksburg - Holnis,54.857297,9.5909448,POINT (9.5909448 54.857297),Schleswig-Holstein,Schleswig-Holstein,Schleswig-Flensburg,Landkreise
Camping and RV space Süderholz,54.65226999999999,9.449870100000002,POINT (9.449870100000002 54.65226999999999),Schleswig-Holstein,Schleswig-Holstein,Schleswig-Flensburg,Landkreise
Hans-Wilhelm Stöckmann Campingplatz,54.7197849,9.986981799999995,POINT (9.986981799999995 54.7197849),Schleswig-Holstein,Schleswig-Holstein,Schleswig-Flensburg,Landkreise
Wohnwagen mieten in Hasselberg - Frank Thomsen,54.71733259999999,9.9884592,POINT (9.9884592 54.71733259999999),Schleswig-Holstein,Schleswig-Holstein,Schleswig-Flensburg,Landkreise
Camping Puttgarden,54.5029863,11.2163745,POINT (11.2163745 54.5029863),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise
Bauernhof-Kleingarn auf Fehmarn,54.4582309,11.0420912,POINT (11.0420912 54.4582309),Schleswig-Holstein,Schleswig-Holstein,Ostholstein,Landkreise
Surf and Kite Camp Wiek,54.6284135,13.2888742,POINT (13.2888742 54.6284135),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
Campingplatz Drewoldke,54.634331,13.37358,POINT (13.37358 54.634331),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
"Caravan Camp ""Baltic Sea"" Dranske / Rügen",54.6289931,13.2227694,POINT (13.2227694 54.6289931),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
OSTSEEWIND - Camping + Appartements auf Rügen,54.6598904,13.2596411,POINT (13.2596411 54.6598904),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Rügen,Landkreise
